campaignid,period,level_1,level_2,level_3,level_4,level_5,caab_code,count
2020-10_south-west_BOSS,336,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,41
2020-10_south-west_BOSS,337,Physical,Relief,High,High (>3m),3,82003006,50
2020-10_south-west_BOSS,337,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,9
2020-10_south-west_BOSS,338,Physical,Relief,High,High (>3m),3,82003006,5
2020-10_south-west_BOSS,338,Physical,Relief,Low / moderate,Low (<1m),1,82003003,20
2020-10_south-west_BOSS,338,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,35
2020-10_south-west_BOSS,339,Physical,Relief,High,High (>3m),3,82003006,50
2020-10_south-west_BOSS,339,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,9
2020-10_south-west_BOSS,34,Physical,Relief,High,High (>3m),3,82003006,17
2020-10_south-west_BOSS,34,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,43
2020-10_south-west_BOSS,340,Physical,Relief,Flat,NA,0,82003001,3
2020-10_south-west_BOSS,340,Physical,Relief,Low / moderate,Low (<1m),1,82003003,41
2020-10_south-west_BOSS,340,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,12
2020-10_south-west_BOSS,341,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2020-10_south-west_BOSS,341,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,49
2020-10_south-west_BOSS,342,Physical,Relief,High,High (>3m),3,82003006,16
2020-10_south-west_BOSS,342,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2020-10_south-west_BOSS,342,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,22
2020-10_south-west_BOSS,343,Physical,Relief,Flat,NA,0,82003001,34
2020-10_south-west_BOSS,343,Physical,Relief,Low / moderate,Low (<1m),1,82003003,11
2020-10_south-west_BOSS,344,Physical,Relief,Flat,NA,0,82003001,26
2020-10_south-west_BOSS,344,Physical,Relief,Low / moderate,Low (<1m),1,82003003,33
2020-10_south-west_BOSS,345,Physical,Relief,Flat,NA,0,82003001,10
2020-10_south-west_BOSS,345,Physical,Relief,Low / moderate,Low (<1m),1,82003003,48
2020-10_south-west_BOSS,346,Physical,Relief,Flat,NA,0,82003001,9
2020-10_south-west_BOSS,346,Physical,Relief,Low / moderate,Low (<1m),1,82003003,47
2020-10_south-west_BOSS,346,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,2
2020-10_south-west_BOSS,347,Physical,Relief,Flat,NA,0,82003001,4
2020-10_south-west_BOSS,347,Physical,Relief,Low / moderate,Low (<1m),1,82003003,57
2020-10_south-west_BOSS,349,Physical,Relief,Flat,NA,0,82003001,1
2020-10_south-west_BOSS,349,Physical,Relief,Low / moderate,Low (<1m),1,82003003,58
2020-10_south-west_BOSS,350,Physical,Relief,Flat,NA,0,82003001,8
2020-10_south-west_BOSS,350,Physical,Relief,Low / moderate,Low (<1m),1,82003003,47
2020-10_south-west_BOSS,351,Physical,Relief,Flat,NA,0,82003001,5
2020-10_south-west_BOSS,351,Physical,Relief,Low / moderate,Low (<1m),1,82003003,54
2020-10_south-west_BOSS,352,Physical,Relief,Flat,NA,0,82003001,7
2020-10_south-west_BOSS,352,Physical,Relief,Low / moderate,Low (<1m),1,82003003,48
2020-10_south-west_BOSS,353,Physical,Relief,High,High (>3m),3,82003006,43
2020-10_south-west_BOSS,353,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2020-10_south-west_BOSS,356,Physical,Relief,High,High (>3m),3,82003006,35
2020-10_south-west_BOSS,356,Physical,Relief,Low / moderate,Low (<1m),1,82003003,16
2020-10_south-west_BOSS,356,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,10
2020-10_south-west_BOSS,358,Physical,Relief,Flat,NA,0,82003001,14
2020-10_south-west_BOSS,358,Physical,Relief,Low / moderate,Low (<1m),1,82003003,34
2020-10_south-west_BOSS,36,Physical,Relief,Flat,NA,0,82003001,32
2020-10_south-west_BOSS,36,Physical,Relief,Low / moderate,Low (<1m),1,82003003,28
2020-10_south-west_BOSS,360,Physical,Relief,Flat,NA,0,82003001,46
2020-10_south-west_BOSS,360,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,361,Physical,Relief,High,High (>3m),3,82003006,10
2020-10_south-west_BOSS,361,Physical,Relief,Low / moderate,Low (<1m),1,82003003,31
2020-10_south-west_BOSS,361,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2020-10_south-west_BOSS,363,Physical,Relief,High,High (>3m),3,82003006,25
2020-10_south-west_BOSS,363,Physical,Relief,High,Wall,4,82003007,1
2020-10_south-west_BOSS,363,Physical,Relief,Low / moderate,Low (<1m),1,82003003,17
2020-10_south-west_BOSS,363,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,16
2020-10_south-west_BOSS,364,Physical,Relief,Flat,NA,0,82003001,18
2020-10_south-west_BOSS,364,Physical,Relief,Low / moderate,Low (<1m),1,82003003,41
2020-10_south-west_BOSS,365,Physical,Relief,High,High (>3m),3,82003006,15
2020-10_south-west_BOSS,365,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,365,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,44
2020-10_south-west_BOSS,369,Physical,Relief,Flat,NA,0,82003001,5
2020-10_south-west_BOSS,369,Physical,Relief,Low / moderate,Low (<1m),1,82003003,55
2020-10_south-west_BOSS,37,Physical,Relief,Flat,NA,0,82003001,27
2020-10_south-west_BOSS,37,Physical,Relief,Low / moderate,Low (<1m),1,82003003,33
2020-10_south-west_BOSS,370,Physical,Relief,Flat,NA,0,82003001,14
2020-10_south-west_BOSS,370,Physical,Relief,Low / moderate,Low (<1m),1,82003003,43
2020-10_south-west_BOSS,372,Physical,Relief,Flat,NA,0,82003001,21
2020-10_south-west_BOSS,372,Physical,Relief,Low / moderate,Low (<1m),1,82003003,38
2020-10_south-west_BOSS,374,Physical,Relief,High,High (>3m),3,82003006,15
2020-10_south-west_BOSS,374,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,47
2020-10_south-west_BOSS,377,Physical,Relief,Low / moderate,Low (<1m),1,82003003,58
2020-10_south-west_BOSS,378,Physical,Relief,Flat,NA,0,82003001,6
2020-10_south-west_BOSS,378,Physical,Relief,Low / moderate,Low (<1m),1,82003003,54
2020-10_south-west_BOSS,4,Physical,Relief,High,High (>3m),3,82003006,9
2020-10_south-west_BOSS,4,Physical,Relief,Low / moderate,Low (<1m),1,82003003,13
2020-10_south-west_BOSS,4,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,41
2020-10_south-west_BOSS,40,Physical,Relief,Flat,NA,0,82003001,17
2020-10_south-west_BOSS,40,Physical,Relief,Low / moderate,Low (<1m),1,82003003,38
2020-10_south-west_BOSS,46,Physical,Relief,High,High (>3m),3,82003006,18
2020-10_south-west_BOSS,46,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2020-10_south-west_BOSS,46,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2020-10_south-west_BOSS,47,Physical,Relief,Flat,NA,0,82003001,16
2020-10_south-west_BOSS,47,Physical,Relief,Low / moderate,Low (<1m),1,82003003,39
2020-10_south-west_BOSS,49,Physical,Relief,Flat,NA,0,82003001,9
2020-10_south-west_BOSS,49,Physical,Relief,Low / moderate,Low (<1m),1,82003003,44
2020-10_south-west_BOSS,5,Physical,Relief,Flat,NA,0,82003001,5
2020-10_south-west_BOSS,5,Physical,Relief,High,High (>3m),3,82003006,5
2020-10_south-west_BOSS,5,Physical,Relief,High,Wall,4,82003007,2
2020-10_south-west_BOSS,5,Physical,Relief,Low / moderate,Low (<1m),1,82003003,31
2020-10_south-west_BOSS,5,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,20
2020-10_south-west_BOSS,58,Physical,Relief,Low / moderate,Low (<1m),1,82003003,56
2020-10_south-west_BOSS,58,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,3
2020-10_south-west_BOSS,59,Physical,Relief,Low / moderate,Low (<1m),1,82003003,52
2020-10_south-west_BOSS,62,Physical,Relief,Flat,NA,0,82003001,1
2020-10_south-west_BOSS,62,Physical,Relief,Low / moderate,Low (<1m),1,82003003,60
2020-10_south-west_BOSS,62,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,1
2020-10_south-west_BOSS,63,Physical,Relief,Flat,NA,0,82003001,4
2020-10_south-west_BOSS,63,Physical,Relief,Low / moderate,Low (<1m),1,82003003,45
2020-10_south-west_BOSS,63,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,2
2020-10_south-west_BOSS,64,Physical,Relief,High,High (>3m),3,82003006,4
2020-10_south-west_BOSS,64,Physical,Relief,Low / moderate,Low (<1m),1,82003003,14
2020-10_south-west_BOSS,64,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,42
2020-10_south-west_BOSS,65,Physical,Relief,Low / moderate,Low (<1m),1,82003003,44
2020-10_south-west_BOSS,65,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,11
2020-10_south-west_BOSS,66,Physical,Relief,High,High (>3m),3,82003006,29
2020-10_south-west_BOSS,66,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,31
2020-10_south-west_BOSS,71,Physical,Relief,Flat,NA,0,82003001,31
2020-10_south-west_BOSS,71,Physical,Relief,Low / moderate,Low (<1m),1,82003003,25
2020-10_south-west_BOSS,72,Physical,Relief,High,High (>3m),3,82003006,15
2020-10_south-west_BOSS,72,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2020-10_south-west_BOSS,73,Physical,Relief,High,High (>3m),3,82003006,37
2020-10_south-west_BOSS,73,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,73,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,22
2020-10_south-west_BOSS,74,Physical,Relief,High,High (>3m),3,82003006,28
2020-10_south-west_BOSS,74,Physical,Relief,Low / moderate,Low (<1m),1,82003003,9
2020-10_south-west_BOSS,74,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,23
2020-10_south-west_BOSS,75,Physical,Relief,High,High (>3m),3,82003006,32
2020-10_south-west_BOSS,75,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,75,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2020-10_south-west_BOSS,76,Physical,Relief,Flat,NA,0,82003001,35
2020-10_south-west_BOSS,76,Physical,Relief,Low / moderate,Low (<1m),1,82003003,10
2020-10_south-west_BOSS,77,Physical,Relief,Flat,NA,0,82003001,24
2020-10_south-west_BOSS,77,Physical,Relief,Low / moderate,Low (<1m),1,82003003,20
2020-10_south-west_BOSS,78,Physical,Relief,Flat,NA,0,82003001,3
2020-10_south-west_BOSS,78,Physical,Relief,Low / moderate,Low (<1m),1,82003003,45
2020-10_south-west_BOSS,80,Physical,Relief,High,High (>3m),3,82003006,29
2020-10_south-west_BOSS,80,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,80,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2020-10_south-west_BOSS,81,Physical,Relief,High,High (>3m),3,82003006,20
2020-10_south-west_BOSS,81,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2020-10_south-west_BOSS,81,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,37
2020-10_south-west_BOSS,91,Physical,Relief,High,High (>3m),3,82003006,10
2020-10_south-west_BOSS,91,Physical,Relief,Low / moderate,Low (<1m),1,82003003,6
2020-10_south-west_BOSS,91,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,44
2020-10_south-west_BOSS,92,Physical,Relief,High,High (>3m),3,82003006,15
2020-10_south-west_BOSS,92,Physical,Relief,Low / moderate,Low (<1m),1,82003003,10
2020-10_south-west_BOSS,92,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,35
2020-10_south-west_BOSS,95,Physical,Relief,Flat,NA,0,82003001,49
2020-10_south-west_BOSS,95,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,96,Physical,Relief,Flat,NA,0,82003001,39
2020-10_south-west_BOSS,96,Physical,Relief,Low / moderate,Low (<1m),1,82003003,15
2020-10_south-west_BOSS,96,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,3
2020-10_south-west_BOSS,98,Physical,Relief,Flat,NA,0,82003001,21
2020-10_south-west_BOSS,98,Physical,Relief,Low / moderate,Low (<1m),1,82003003,32
2020-10_south-west_BOSS,C01,Physical,Relief,High,High (>3m),3,82003006,51
2020-10_south-west_BOSS,C01,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,9
2020-10_south-west_BOSS,C02,Physical,Relief,High,Caves,5,82003008,2
2020-10_south-west_BOSS,C02,Physical,Relief,High,High (>3m),3,82003006,56
2020-10_south-west_BOSS,C02,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,7
2020-10_south-west_BOSS,C03.1,Physical,Relief,High,Caves,5,82003008,2
2020-10_south-west_BOSS,C03.1,Physical,Relief,High,High (>3m),3,82003006,44
2020-10_south-west_BOSS,C03.1,Physical,Relief,High,Wall,4,82003007,5
2020-10_south-west_BOSS,C03.1,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,13
2020-10_south-west_BOSS,C03.2,Physical,Relief,High,Caves,5,82003008,10
2020-10_south-west_BOSS,C03.2,Physical,Relief,High,High (>3m),3,82003006,35
2020-10_south-west_BOSS,C03.2,Physical,Relief,High,Wall,4,82003007,7
2020-10_south-west_BOSS,C03.2,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,C03.2,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,5
2020-10_south-west_BOSS,C04,Physical,Relief,Flat,NA,0,82003001,31
2020-10_south-west_BOSS,C04,Physical,Relief,Low / moderate,Low (<1m),1,82003003,29
2020-10_south-west_BOSS,CP11-1,Physical,Relief,Flat,NA,0,82003001,25
2020-10_south-west_BOSS,CP11-1,Physical,Relief,High,Caves,5,82003008,1
2020-10_south-west_BOSS,CP11-1,Physical,Relief,High,High (>3m),3,82003006,14
2020-10_south-west_BOSS,CP11-1,Physical,Relief,High,Wall,4,82003007,1
2020-10_south-west_BOSS,CP11-1,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2020-10_south-west_BOSS,CP11-1,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,10
2020-10_south-west_BOSS,CP11-2,Physical,Relief,High,High (>3m),3,82003006,37
2020-10_south-west_BOSS,CP11-2,Physical,Relief,High,Wall,4,82003007,1
2020-10_south-west_BOSS,CP11-2,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,12
2020-10_south-west_BOSS,FH10,Physical,Relief,High,High (>3m),3,82003006,8
2020-10_south-west_BOSS,FH10,Physical,Relief,Low / moderate,Low (<1m),1,82003003,18
2020-10_south-west_BOSS,FH10,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,31
2020-10_south-west_BOSS,FH106,Physical,Relief,High,High (>3m),3,82003006,15
2020-10_south-west_BOSS,FH106,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,FH106,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,42
2020-10_south-west_BOSS,FH110,Physical,Relief,High,High (>3m),3,82003006,18
2020-10_south-west_BOSS,FH110,Physical,Relief,Low / moderate,Low (<1m),1,82003003,11
2020-10_south-west_BOSS,FH110,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,34
2020-10_south-west_BOSS,FH111,Physical,Relief,High,High (>3m),3,82003006,4
2020-10_south-west_BOSS,FH111,Physical,Relief,Low / moderate,Low (<1m),1,82003003,23
2020-10_south-west_BOSS,FH111,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2020-10_south-west_BOSS,FH14,Physical,Relief,Flat,NA,0,82003001,1
2020-10_south-west_BOSS,FH14,Physical,Relief,Low / moderate,Low (<1m),1,82003003,21
2020-10_south-west_BOSS,FH14,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2020-10_south-west_BOSS,FH17,Physical,Relief,High,High (>3m),3,82003006,11
2020-10_south-west_BOSS,FH17,Physical,Relief,Low / moderate,Low (<1m),1,82003003,22
2020-10_south-west_BOSS,FH17,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2020-10_south-west_BOSS,FH18,Physical,Relief,High,High (>3m),3,82003006,7
2020-10_south-west_BOSS,FH18,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,FH18,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2020-10_south-west_BOSS,FH20,Physical,Relief,High,High (>3m),3,82003006,3
2020-10_south-west_BOSS,FH20,Physical,Relief,Low / moderate,Low (<1m),1,82003003,30
2020-10_south-west_BOSS,FH20,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2020-10_south-west_BOSS,FH21,Physical,Relief,High,High (>3m),3,82003006,23
2020-10_south-west_BOSS,FH21,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2020-10_south-west_BOSS,FH21,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2020-10_south-west_BOSS,FH26,Physical,Relief,High,High (>3m),3,82003006,17
2020-10_south-west_BOSS,FH26,Physical,Relief,Low / moderate,Low (<1m),1,82003003,14
2020-10_south-west_BOSS,FH26,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2020-10_south-west_BOSS,FH27,Physical,Relief,High,High (>3m),3,82003006,2
2020-10_south-west_BOSS,FH27,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,FH27,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,56
2020-10_south-west_BOSS,FH30,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,48
2020-10_south-west_BOSS,FH34,Physical,Relief,High,High (>3m),3,82003006,11
2020-10_south-west_BOSS,FH34,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2020-10_south-west_BOSS,FH34,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,40
2020-10_south-west_BOSS,FH44,Physical,Relief,High,High (>3m),3,82003006,26
2020-10_south-west_BOSS,FH44,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2020-10_south-west_BOSS,FH44,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,23
2020-10_south-west_BOSS,FH48,Physical,Relief,High,High (>3m),3,82003006,9
2020-10_south-west_BOSS,FH48,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2020-10_south-west_BOSS,FH48,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2020-10_south-west_BOSS,FH52,Physical,Relief,High,High (>3m),3,82003006,1
2020-10_south-west_BOSS,FH52,Physical,Relief,Low / moderate,Low (<1m),1,82003003,31
2020-10_south-west_BOSS,FH52,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,23
2020-10_south-west_BOSS,FH56,Physical,Relief,High,High (>3m),3,82003006,22
2020-10_south-west_BOSS,FH56,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2020-10_south-west_BOSS,FH56,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,26
2020-10_south-west_BOSS,FH57,Physical,Relief,High,High (>3m),3,82003006,30
2020-10_south-west_BOSS,FH57,Physical,Relief,Low / moderate,Low (<1m),1,82003003,8
2020-10_south-west_BOSS,FH57,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2020-10_south-west_BOSS,FH60,Physical,Relief,High,High (>3m),3,82003006,4
2020-10_south-west_BOSS,FH60,Physical,Relief,Low / moderate,Low (<1m),1,82003003,23
2020-10_south-west_BOSS,FH60,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,24
2020-10_south-west_BOSS,FH61,Physical,Relief,High,High (>3m),3,82003006,26
2020-10_south-west_BOSS,FH61,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,FH61,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2020-10_south-west_BOSS,FH62,Physical,Relief,High,High (>3m),3,82003006,37
2020-10_south-west_BOSS,FH62,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2020-10_south-west_BOSS,FH62,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,21
2020-10_south-west_BOSS,FH7,Physical,Relief,High,High (>3m),3,82003006,24
2020-10_south-west_BOSS,FH7,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,36
2020-10_south-west_BOSS,FH77,Physical,Relief,High,High (>3m),3,82003006,20
2020-10_south-west_BOSS,FH77,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,FH77,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,37
2020-10_south-west_BOSS,FH92,Physical,Relief,High,High (>3m),3,82003006,17
2020-10_south-west_BOSS,FH92,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,38
2020-10_south-west_BOSS,FH93,Physical,Relief,High,High (>3m),3,82003006,27
2020-10_south-west_BOSS,FH93,Physical,Relief,High,Wall,4,82003007,3
2020-10_south-west_BOSS,FH93,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,FH93,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,32
2020-10_south-west_BOSS,FH95,Physical,Relief,High,High (>3m),3,82003006,7
2020-10_south-west_BOSS,FH95,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,48
2020-10_south-west_BOSS,FH96,Physical,Relief,High,High (>3m),3,82003006,20
2020-10_south-west_BOSS,FH96,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2020-10_south-west_BOSS,FH96,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,40
2020-10_south-west_BOSS,J1,Physical,Relief,Flat,NA,0,82003001,43
2020-10_south-west_BOSS,J1,Physical,Relief,High,High (>3m),3,82003006,12
2020-10_south-west_BOSS,J1,Physical,Relief,Low / moderate,Low (<1m),1,82003003,6
2020-10_south-west_BOSS,J1,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,1
2020-10_south-west_BOSS,J10,Physical,Relief,High,High (>3m),3,82003006,44
2020-10_south-west_BOSS,J10,Physical,Relief,High,Wall,4,82003007,1
2020-10_south-west_BOSS,J10,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,1
2020-10_south-west_BOSS,J11,Physical,Relief,High,High (>3m),3,82003006,47
2020-10_south-west_BOSS,J12,Physical,Relief,High,High (>3m),3,82003006,43
2020-10_south-west_BOSS,J12,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2020-10_south-west_BOSS,J12,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,18
2020-10_south-west_BOSS,J13,Physical,Relief,Flat,NA,0,82003001,6
2020-10_south-west_BOSS,J13,Physical,Relief,High,High (>3m),3,82003006,33
2020-10_south-west_BOSS,J13,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2020-10_south-west_BOSS,J13,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,10
2020-10_south-west_BOSS,J14,Physical,Relief,High,High (>3m),3,82003006,39
2020-10_south-west_BOSS,J14,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,J14,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,12
2020-10_south-west_BOSS,J15,Physical,Relief,High,High (>3m),3,82003006,28
2020-10_south-west_BOSS,J15,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,J15,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,36
2020-10_south-west_BOSS,J16,Physical,Relief,High,High (>3m),3,82003006,8
2020-10_south-west_BOSS,J16,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2020-10_south-west_BOSS,J16,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,40
2020-10_south-west_BOSS,J17,Physical,Relief,High,High (>3m),3,82003006,45
2020-10_south-west_BOSS,J17,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2020-10_south-west_BOSS,J17,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2020-10_south-west_BOSS,J18,Physical,Relief,High,High (>3m),3,82003006,47
2020-10_south-west_BOSS,J18,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,5
2020-10_south-west_BOSS,J19,Physical,Relief,High,High (>3m),3,82003006,55
2020-10_south-west_BOSS,J19,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,5
2020-10_south-west_BOSS,J2,Physical,Relief,Flat,NA,0,82003001,1
2020-10_south-west_BOSS,J2,Physical,Relief,High,High (>3m),3,82003006,46
2020-10_south-west_BOSS,J2,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,J2,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,7
2020-10_south-west_BOSS,J20,Physical,Relief,High,High (>3m),3,82003006,21
2020-10_south-west_BOSS,J20,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,38
2020-10_south-west_BOSS,J21,Physical,Relief,High,High (>3m),3,82003006,17
2020-10_south-west_BOSS,J21,Physical,Relief,Low / moderate,Low (<1m),1,82003003,13
2020-10_south-west_BOSS,J21,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,30
2020-10_south-west_BOSS,J22,Physical,Relief,High,High (>3m),3,82003006,6
2020-10_south-west_BOSS,J22,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,J22,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2020-10_south-west_BOSS,J24,Physical,Relief,Flat,NA,0,82003001,1
2020-10_south-west_BOSS,J24,Physical,Relief,High,High (>3m),3,82003006,8
2020-10_south-west_BOSS,J24,Physical,Relief,Low / moderate,Low (<1m),1,82003003,17
2020-10_south-west_BOSS,J24,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,32
2020-10_south-west_BOSS,J25,Physical,Relief,High,High (>3m),3,82003006,21
2020-10_south-west_BOSS,J25,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,J25,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,32
2020-10_south-west_BOSS,J26,Physical,Relief,High,High (>3m),3,82003006,5
2020-10_south-west_BOSS,J26,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,J26,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,48
2020-10_south-west_BOSS,J27,Physical,Relief,High,High (>3m),3,82003006,5
2020-10_south-west_BOSS,J27,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,55
2020-10_south-west_BOSS,J28,Physical,Relief,High,High (>3m),3,82003006,31
2020-10_south-west_BOSS,J28,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2020-10_south-west_BOSS,J29,Physical,Relief,Flat,NA,0,82003001,4
2020-10_south-west_BOSS,J29,Physical,Relief,High,High (>3m),3,82003006,33
2020-10_south-west_BOSS,J29,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2020-10_south-west_BOSS,J29,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2020-10_south-west_BOSS,J3,Physical,Relief,High,High (>3m),3,82003006,40
2020-10_south-west_BOSS,J3,Physical,Relief,High,Wall,4,82003007,4
2020-10_south-west_BOSS,J3,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,16
