campaignid,period,level_1,level_2,level_3,level_4,level_5,caab_code,count
2021-03_West-Coast_BOSS,66,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2021-03_West-Coast_BOSS,67,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,67,Physical,Relief,Low / moderate,Low (<1m),1,82003003,6
2021-03_West-Coast_BOSS,67,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,48
2021-03_West-Coast_BOSS,68,Physical,Relief,High,High (>3m),3,82003006,39
2021-03_West-Coast_BOSS,68,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,24
2021-03_West-Coast_BOSS,69,Physical,Relief,High,High (>3m),3,82003006,62
2021-03_West-Coast_BOSS,7,Physical,Relief,High,High (>3m),3,82003006,32
2021-03_West-Coast_BOSS,7,Physical,Relief,Low / moderate,Low (<1m),1,82003003,15
2021-03_West-Coast_BOSS,7,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2021-03_West-Coast_BOSS,70,Physical,Relief,High,High (>3m),3,82003006,58
2021-03_West-Coast_BOSS,71,Physical,Relief,High,High (>3m),3,82003006,51
2021-03_West-Coast_BOSS,71,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,10
2021-03_West-Coast_BOSS,72,Physical,Relief,Flat,NA,0,82003001,12
2021-03_West-Coast_BOSS,72,Physical,Relief,Low / moderate,Low (<1m),1,82003003,51
2021-03_West-Coast_BOSS,73,Physical,Relief,High,High (>3m),3,82003006,25
2021-03_West-Coast_BOSS,73,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,36
2021-03_West-Coast_BOSS,74,Physical,Relief,High,High (>3m),3,82003006,9
2021-03_West-Coast_BOSS,74,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,74,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,57
2021-03_West-Coast_BOSS,75,Physical,Relief,High,High (>3m),3,82003006,27
2021-03_West-Coast_BOSS,75,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,75,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,33
2021-03_West-Coast_BOSS,76,Physical,Relief,High,High (>3m),3,82003006,53
2021-03_West-Coast_BOSS,76,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,8
2021-03_West-Coast_BOSS,77,Physical,Relief,Flat,NA,0,82003001,60
2021-03_West-Coast_BOSS,78,Physical,Relief,High,High (>3m),3,82003006,52
2021-03_West-Coast_BOSS,78,Physical,Relief,High,Wall,4,82003007,2
2021-03_West-Coast_BOSS,78,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,7
2021-03_West-Coast_BOSS,79,Physical,Relief,Flat,NA,0,82003001,8
2021-03_West-Coast_BOSS,79,Physical,Relief,High,High (>3m),3,82003006,2
2021-03_West-Coast_BOSS,79,Physical,Relief,Low / moderate,Low (<1m),1,82003003,17
2021-03_West-Coast_BOSS,79,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,34
2021-03_West-Coast_BOSS,8,Physical,Relief,High,High (>3m),3,82003006,14
2021-03_West-Coast_BOSS,8,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,8,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,42
2021-03_West-Coast_BOSS,80,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,80,Physical,Relief,Low / moderate,Low (<1m),1,82003003,4
2021-03_West-Coast_BOSS,80,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2021-03_West-Coast_BOSS,81,Physical,Relief,Flat,NA,0,82003001,5
2021-03_West-Coast_BOSS,81,Physical,Relief,Low / moderate,Low (<1m),1,82003003,13
2021-03_West-Coast_BOSS,81,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,47
2021-03_West-Coast_BOSS,82,Physical,Relief,Flat,NA,0,82003001,15
2021-03_West-Coast_BOSS,82,Physical,Relief,Low / moderate,Low (<1m),1,82003003,46
2021-03_West-Coast_BOSS,82,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,2
2021-03_West-Coast_BOSS,83,Physical,Relief,High,High (>3m),3,82003006,6
2021-03_West-Coast_BOSS,83,Physical,Relief,Low / moderate,Low (<1m),1,82003003,37
2021-03_West-Coast_BOSS,83,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,22
2021-03_West-Coast_BOSS,84,Physical,Relief,High,High (>3m),3,82003006,3
2021-03_West-Coast_BOSS,84,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,63
2021-03_West-Coast_BOSS,85,Physical,Relief,High,High (>3m),3,82003006,8
2021-03_West-Coast_BOSS,85,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
2021-03_West-Coast_BOSS,85,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,43
2021-03_West-Coast_BOSS,86,Physical,Relief,High,High (>3m),3,82003006,26
2021-03_West-Coast_BOSS,86,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,86,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2021-03_West-Coast_BOSS,87,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,87,Physical,Relief,Low / moderate,Low (<1m),1,82003003,7
2021-03_West-Coast_BOSS,87,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2021-03_West-Coast_BOSS,88,Physical,Relief,High,High (>3m),3,82003006,32
2021-03_West-Coast_BOSS,88,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,88,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,35
2021-03_West-Coast_BOSS,89,Physical,Relief,High,High (>3m),3,82003006,3
2021-03_West-Coast_BOSS,89,Physical,Relief,Low / moderate,Low (<1m),1,82003003,26
2021-03_West-Coast_BOSS,89,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,40
2021-03_West-Coast_BOSS,9,Physical,Relief,High,High (>3m),3,82003006,49
2021-03_West-Coast_BOSS,9,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,9,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,15
2021-03_West-Coast_BOSS,90,Physical,Relief,Flat,NA,0,82003001,50
2021-03_West-Coast_BOSS,90,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2021-03_West-Coast_BOSS,91,Physical,Relief,High,High (>3m),3,82003006,36
2021-03_West-Coast_BOSS,91,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,91,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,24
2021-03_West-Coast_BOSS,92,Physical,Relief,Flat,NA,0,82003001,1
2021-03_West-Coast_BOSS,92,Physical,Relief,High,High (>3m),3,82003006,41
2021-03_West-Coast_BOSS,92,Physical,Relief,High,Wall,4,82003007,2
2021-03_West-Coast_BOSS,92,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2021-03_West-Coast_BOSS,92,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,11
2021-03_West-Coast_BOSS,93,Physical,Relief,High,High (>3m),3,82003006,16
2021-03_West-Coast_BOSS,93,Physical,Relief,Low / moderate,Low (<1m),1,82003003,27
2021-03_West-Coast_BOSS,93,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,25
2021-03_West-Coast_BOSS,94,Physical,Relief,Flat,NA,0,82003001,15
2021-03_West-Coast_BOSS,94,Physical,Relief,Low / moderate,Low (<1m),1,82003003,18
2021-03_West-Coast_BOSS,94,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,39
2021-03_West-Coast_BOSS,95,Physical,Relief,High,High (>3m),3,82003006,41
2021-03_West-Coast_BOSS,95,Physical,Relief,Low / moderate,Low (<1m),1,82003003,9
2021-03_West-Coast_BOSS,95,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,14
2021-03_West-Coast_BOSS,96,Physical,Relief,High,High (>3m),3,82003006,5
2021-03_West-Coast_BOSS,96,Physical,Relief,Low / moderate,Low (<1m),1,82003003,24
2021-03_West-Coast_BOSS,96,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,40
2021-03_West-Coast_BOSS,97,Physical,Relief,High,High (>3m),3,82003006,33
2021-03_West-Coast_BOSS,97,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2021-03_West-Coast_BOSS,97,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,28
2021-03_West-Coast_BOSS,98,Physical,Relief,High,High (>3m),3,82003006,56
2021-03_West-Coast_BOSS,98,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,4
2021-03_West-Coast_BOSS,99,Physical,Relief,High,High (>3m),3,82003006,5
2021-03_West-Coast_BOSS,99,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2021-03_West-Coast_BOSS,99,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,45
2021-03_West-Coast_BOSS,Old Point,Physical,Relief,High,High (>3m),3,82003006,13
2021-03_West-Coast_BOSS,Old Point,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2021-03_West-Coast_BOSS,Old Point,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,52
2021-03_West-Coast_BOSS,S1,Physical,Relief,Flat,NA,0,82003001,54
2021-03_West-Coast_BOSS,S1,Physical,Relief,Low / moderate,Low (<1m),1,82003003,6
2021-03_West-Coast_BOSS,S2,Physical,Relief,Flat,NA,0,82003001,38
2021-03_West-Coast_BOSS,S2,Physical,Relief,Low / moderate,Low (<1m),1,82003003,20
2021-03_West-Coast_BOSS,S3,Physical,Relief,Flat,NA,0,82003001,44
2021-03_West-Coast_BOSS,S3,Physical,Relief,High,Wall,4,82003007,2
2021-03_West-Coast_BOSS,S3,Physical,Relief,Low / moderate,Low (<1m),1,82003003,12
