campaignid,opcode,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_forward,successful_habitat_backward,observer_habitat_forward,observer_habitat_backward
2022-05_PtCloates_stereo-BRUVs,7,No-take,113.5382,-22.7574,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-20T09:36:32+08:00,NA,NA,89.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,8,No-take,113.5538,-22.7298,Kaitlin McCloghry,Henry Evans,2022-05-22T08:12:35+08:00,NA,NA,76.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,9,No-take,113.5571,-22.6934,Henry Evans,Kaitlin McCloghry,2022-05-22T14:27:15+08:00,NA,NA,84.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,10,No-take,113.5424,-22.7272,NA,NA,2022-05-22T08:25:30+08:00,NA,NA,94.7,No,No,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,11,No-take,113.5498,-22.7274,Henry Evans,Kaitlin McCloghry,2022-05-22T08:18:17+08:00,NA,NA,81,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,12,No-take,113.5476,-22.7505,Henry Evans,Kaitlin McCloghry,2022-05-20T12:11:27+08:00,NA,NA,80.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,13,No-take,113.5606,-22.6872,Kaitlin McCloghry,Henry Evans,2022-05-26T08:42:37+08:00,NA,NA,82.1,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,14,No-take,113.5568,-22.6876,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-26T08:48:10+08:00,NA,NA,90.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,15,No-take,113.5561,-22.6977,Kaitlin McCloghry,Henry Evans,2022-05-22T12:55:29+08:00,NA,NA,83.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,16,No-take,113.5395,-22.7406,Henry Evans,Kaitlin McCloghry,2022-05-20T14:06:11+08:00,NA,NA,93.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,17,No-take,113.5532,-22.7011,Henry Evans,Kaitlin McCloghry,2022-05-22T12:45:32+08:00,NA,NA,86.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,18,No-take,113.5492,-22.7101,Henry Evans,Kaitlin McCloghry,2022-05-22T10:29:53+08:00,NA,NA,91.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,19,No-take,113.5669,-22.6847,Kaitlin McCloghry,Henry Evans,2022-05-26T08:33:41+08:00,NA,NA,76.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,20,No-take,113.5561,-22.7212,Henry Evans,Kaitlin McCloghry,2022-05-22T08:44:53+08:00,NA,NA,76,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,21,No-take,113.5652,-22.6893,Kaitlin McCloghry,Henry Evans,2022-05-22T14:43:14+08:00,NA,NA,77.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,22,No-take,113.5554,-22.7072,Henry Evans,Kaitlin McCloghry,2022-05-22T10:42:04+08:00,NA,NA,81.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,23,No-take,113.542,-22.734,Henry Evans,Kaitlin McCloghry,2022-05-20T14:15:28+08:00,NA,NA,91.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,24,No-take,113.5507,-22.7426,Kaitlin McCloghry,Henry Evans,2022-05-20T12:42:58+08:00,NA,NA,79.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,25,No-take,113.5466,-22.7053,Kaitlin McCloghry,Henry Evans,2022-05-22T12:34:21+08:00,NA,NA,99.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,26,No-take,113.5484,-22.7615,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-20T09:08:31+08:00,NA,NA,77.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,27,No-take,113.5459,-22.7254,Kaitlin McCloghry,Henry Evans,2022-05-22T08:31:16+08:00,NA,NA,90.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,28,No-take,113.5625,-22.6987,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-22T13:05:17+08:00,NA,NA,76.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,29,No-take,113.5564,-22.691,Henry Evans,Kaitlin McCloghry,2022-05-22T14:54:59+08:00,NA,NA,87.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,30,No-take,113.5588,-22.7058,Kaitlin McCloghry,Henry Evans,2022-05-22T10:47:54+08:00,NA,NA,78.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,31,No-take,113.5424,-22.7542,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-20T10:27:48+08:00,NA,NA,82.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,32,No-take,113.5552,-22.7239,Henry Evans,Kaitlin McCloghry,2022-05-22T08:39:35+08:00,NA,NA,78.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,33,No-take,113.549,-22.719,Kaitlin McCloghry,Henry Evans,2022-05-22T10:09:30+08:00,NA,NA,85.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,34,No-take,113.5645,-22.6928,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-22T14:38:27+08:00,NA,NA,76.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,35,No-take,113.551,-22.6987,Kaitlin McCloghry,Henry Evans,2022-05-22T12:46:10+08:00,NA,NA,94.6,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,36,No-take,113.5477,-22.7318,Henry Evans,Kaitlin McCloghry,2022-05-20T14:25:23+08:00,NA,NA,83.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,37,No-take,113.5445,-22.7475,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-20T12:23:05+08:00,NA,NA,81.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,38,No-take,113.5642,-22.6868,Kaitlin McCloghry,Henry Evans,2022-05-26T08:38:39+08:00,NA,NA,78.6,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,39,No-take,113.5539,-22.7105,Kaitlin McCloghry,Henry Evans,2022-05-22T10:35:24+08:00,NA,NA,78.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,40,No-take,113.5444,-22.7522,Henry Evans,Kaitlin McCloghry,2022-05-20T11:58:07+08:00,NA,NA,84.1,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,41,No-take,113.5479,-22.7154,Henry Evans,Kaitlin McCloghry,2022-05-22T10:21:59+08:00,NA,NA,89.7,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,42,No-take,113.5537,-22.6952,Kaitlin McCloghry,Henry Evans,2022-05-22T12:51:14+08:00,NA,NA,92.3,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,43,No-take,113.5589,-22.7328,Henry Evans,Kaitlin McCloghry,2022-05-22T08:03:30+08:00,NA,NA,70.6,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,44,No-take,113.549,-22.7482,Henry Evans,Kaitlin McCloghry,2022-05-20T12:17:32+08:00,NA,NA,79.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,45,No-take,113.5432,-22.7602,test video,Kaitlin McCloghry,2022-05-20T09:23:19+08:00,NA,NA,81.8,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,46,No-take,113.5605,-22.693,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-22T14:30:54+08:00,NA,NA,79.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,47,No-take,113.5592,-22.6999,Kaitlin McCloghry,Henry Evans,2022-05-22T12:59:50+08:00,NA,NA,80.8,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,48,No-take,113.5596,-22.696,Henry Evans,Kaitlin McCloghry,2022-05-22T14:21:46+08:00,NA,NA,80.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,49,No-take,113.5443,-22.7309,NA,NA,2022-05-20T14:20:55+08:00,NA,NA,89.5,No,No,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,50,No-take,113.5528,-22.7173,Kaitlin McCloghry,Henry Evans,2022-05-22T10:14:30+08:00,NA,NA,81.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,51,No-take,113.5609,-22.69,Henry Evans,Kaitlin McCloghry,2022-05-22T14:49:13+08:00,NA,NA,79.4,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,52,No-take,113.5348,-22.7635,Molly Gerrans,Kaitlin McCloghry,2022-05-20T08:50:37+08:00,NA,NA,91,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,53,No-take,113.5636,-22.6839,Kaitlin McCloghry,Henry Evans,2022-05-26T08:29:10+08:00,NA,NA,78.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,54,No-take,113.5392,-22.7654,Molly Gerrans,Kaitlin McCloghry,2022-05-20T08:32:36+08:00,NA,NA,83.1,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,55,No-take,113.529,-22.7564,test video,Kaitlin McCloghry,2022-05-20T09:48:49+08:00,NA,NA,89.1,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,56,No-take,113.5302,-22.7534,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-20T10:09:08+08:00,NA,NA,99.8,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,57,No-take,113.561,-22.6751,Kaitlin McCloghry,Molly Gerrans/Kaitlin McCloghry,2022-05-26T08:11:51+08:00,NA,NA,88.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,58,No-take,113.5502,-22.7056,Kaitlin McCloghry,Henry Evans,2022-05-22T12:28:44+08:00,NA,NA,90.9,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,59,No-take,113.5452,-22.7437,Kaitlin McCloghry,Henry Evans,2022-05-20T12:37:35+08:00,NA,NA,83.5,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,60,No-take,113.5386,-22.7516,Kaitlin McCloghry,Henry Evans,2022-05-20T12:05:02+08:00,NA,NA,91,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,61,No-take,113.5654,-22.6779,Kaitlin McCloghry,Henry Evans,2022-05-26T08:23:34+08:00,NA,NA,79.8,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,62,No-take,113.542,-22.7375,Henry Evans,Kaitlin McCloghry,2022-05-20T14:11:26+08:00,NA,NA,90.1,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,63,No-take,113.5666,-22.6744,Kaitlin McCloghry,Henry Evans,2022-05-26T08:17:59+08:00,NA,NA,81.1,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
2022-05_PtCloates_stereo-BRUVs,64,No-take,113.5508,-22.7343,Kaitlin McCloghry,Henry Evans,2022-05-20T14:30:16+08:00,NA,NA,79.2,Yes,Yes,Yes,Yes,Gabby Cummins,Gabby Cummins
