Dot Point Measurements

Generated: Thursday 19 January 2023 14:29:18

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Frame info 1	Frame info 2	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
47.jpg	      0		2140	2650																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			52.4
47.jpg	      0		1720	2165																			Open Water			Open					20.9
47.jpg	      0		1897	3750																			Unknown			Open					93.8
47.jpg	      0		1885	3081																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			61.7
47.jpg	      0		1707	2738																			Open Water			Open					42.0
47.jpg	      0		1738	3509																			Open Water			Open					79.8
47.jpg	      0		1982	2474																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			40.5
47.jpg	      0		1666	2475																			Open Water			Open					29.3
48.jpg	      0		786	953																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			55.5
48.jpg	      0		977	748																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			61.0
48.jpg	      0		958	832																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			57.3
48.jpg	      0		1068	97																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			92.1
48.jpg	      0		980	958																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			50.9
48.jpg	      0		651	712																			Open Water			Open					69.4
48.jpg	      0		841	1247																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			41.5
48.jpg	      0		579	715																			Open Water			Open					71.2
48.jpg	      0		564	1480																			Open Water			Open					44.7
48.jpg	      0		577	618																			Open Water			Open					75.4
48.jpg	      0		861	1886																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			24.4
48.jpg	      0		923	1427																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			31.8
48.jpg	      0		1013	1897																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			16.8
48.jpg	      0		814	1536																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			32.4
48.jpg	      0		549	1429																			Open Water			Open					46.7
48.jpg	      0		680	1097																			Open Water			Open					52.5
48.jpg	      0		775	448																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			78.7
48.jpg	      0		834	514																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			74.5
48.jpg	      0		785	1195																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			45.4
48.jpg	      0		977	1734																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			20.3
48.jpg	      0		848	3138																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			67.8
48.jpg	      0		1033	3682																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			91.8
48.jpg	      0		688	3392																			Open Water			Open					82.8
48.jpg	      0		912	2556																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			40.0
48.jpg	      0		775	3351																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			79.2
48.jpg	      0		665	2899																			Open Water			Open					61.4
48.jpg	      0		571	3134																			Open Water			Open					73.9
48.jpg	      0		618	2784																			Open Water			Open					58.1
48.jpg	      0		892	2581																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			41.6
48.jpg	      0		892	2387																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			33.8
48.jpg	      0		959	2304																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			28.4
48.jpg	      0		685	2366																			Open Water			Open					41.0
48.jpg	      0		638	3008																			Open Water			Open					66.7
48.jpg	      0		879	2122																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			26.2
48.jpg	      0		988	3646																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			90.5
48.jpg	      0		791	3712																			Unknown			Open					96.1
48.jpg	      0		680	3341																			Open Water			Open					80.6
48.jpg	      0		941	2562																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			39.5
48.jpg	      0		968	2943																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			56.4
48.jpg	      0		959	3009																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			59.7
48.jpg	      0		1771	884																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			55.6
48.jpg	      0		1661	564																			Open Water			Open					69.3
48.jpg	      0		1968	21																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			100.0
48.jpg	      0		1977	66																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			98.0
48.jpg	      0		1727	1643																			Open Water			Open					23.2
48.jpg	      0		1859	821																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			60.3
48.jpg	      0		1782	618																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			68.4
48.jpg	      0		1907	1583																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			32.6
48.jpg	      0		1890	127																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			93.7
48.jpg	      0		1977	1015																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			54.9
48.jpg	      0		1904	861																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			59.5
48.jpg	      0		1814	858																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			57.6
48.jpg	      0		1641	1258																			Open Water			Open					35.6
48.jpg	      0		1628	847																			Open Water			Open					55.0
48.jpg	      0		1924	183																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			91.5
48.jpg	      0		1901	296																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			85.7
48.jpg	      0		1894	209																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			89.8
48.jpg	      0		1966	1150																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			49.2
48.jpg	      0		1975	970																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			56.7
48.jpg	      0		2022	550																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			76.3
48.jpg	      0		1765	2591																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			41.2
48.jpg	      0		1898	3483																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			85.2
48.jpg	      0		1969	2139																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			34.0
48.jpg	      0		1995	2427																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			42.6
48.jpg	      0		2023	2338																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			41.0
48.jpg	      0		1684	3295																			Open Water			Open					73.0
48.jpg	      0		2064	2803																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			58.7
48.jpg	      0		1755	3776																			Open Water			Open					97.5
48.jpg	      0		1956	2777																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			54.4
48.jpg	      0		1863	3042																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			63.8
48.jpg	      0		1687	2659																			Open Water			Open					42.4
48.jpg	      0		2091	2541																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			50.0
48.jpg	      0		2018	2041																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			34.9
48.jpg	      0		1854	2256																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			31.6
48.jpg	      0		1800	2950																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			58.2
48.jpg	      0		1917	3517																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			87.1
48.jpg	      0		1672	3018																			Open Water			Open					59.3
48.jpg	      0		2037	3560																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			91.3
48.jpg	      0		1889	2589																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			44.7
48.jpg	      0		1821	2833																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			53.3
49.jpg	      0		798	1132																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			49.1
49.jpg	      0		1076	897																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			54.6
49.jpg	      0		968	178																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			89.1
49.jpg	      0		576	223																			Unknown			Open					92.5
49.jpg	      0		916	710																			Invertebrate Complex	Complex 1		Open					65.2
49.jpg	      0		767	819																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			62.9
49.jpg	      0		585	866																			Unknown			Open					65.2
49.jpg	      0		777	450																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			79.0
49.jpg	      0		640	1839																			Unknown			Open					33.8
49.jpg	      0		694	173																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			92.7
49.jpg	      0		842	917																			Invertebrate Complex	Complex 1		Open					57.2
49.jpg	      0		637	1672																			Unknown			Open					36.7
49.jpg	      0		559	552																			Unknown			Open					78.7
49.jpg	      0		628	1092																			Unknown			Open					55.2
49.jpg	      0		955	1379																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			35.2
49.jpg	      0		923	1525																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			30.3
49.jpg	      0		550	1790																			Open Water			Open					38.6
49.jpg	      0		599	45																			Unknown			Open					100.0
49.jpg	      0		1004	762																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			61.7
49.jpg	      0		556	228																			Unknown			Open					92.6
49.jpg	      0		578	3782																			Open Water			Open					91.2
49.jpg	      0		583	2266																			Open Water			Open					37.3
49.jpg	      0		941	3638																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			79.2
49.jpg	      0		654	2394																			Unknown			Open					36.7
49.jpg	      0		575	3067																			Open Water			Open					61.4
49.jpg	      0		1006	3641																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			78.7
49.jpg	      0		673	2954																			Unknown			Open					54.3
49.jpg	      0		928	2110																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			19.5
49.jpg	      0		1028	2930																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			45.7
49.jpg	      0		736	2707																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			43.2
49.jpg	      0		1075	2754																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			37.0
49.jpg	      0		583	3425																			Open Water			Open					75.7
49.jpg	      0		577	2861																			Open Water			Open					53.7
49.jpg	      0		865	2590																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			35.0
49.jpg	      0		703	3148																			Unknown			Open					61.4
49.jpg	      0		812	3805																			Unknown			Open					88.4
49.jpg	      0		628	2006																			Unknown			Open					33.3
49.jpg	      0		723	3809																			Unknown			Open					89.9
49.jpg	      0		596	2320																			Sponges	Massive forms		Open		10000903			37.6
49.jpg	      0		676	3016																			Unknown			Open					56.7
49.jpg	      0		1737	1566																			Unknown			Open					29.0
49.jpg	      0		1713	997																			Unknown			Open					51.8
49.jpg	      0		1773	1441																			Unknown			Open					34.6
49.jpg	      0		1771	1398																			Unknown			Open					36.2
49.jpg	      0		1634	741																			Open Water			Open					62.4
49.jpg	      0		2071	1874																			Unknown			Open					36.0
49.jpg	      0		1674	1213																			Open Water			Open					41.6
49.jpg	      0		1687	1253																			Open Water			Open					40.2
49.jpg	      0		1957	1529																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			37.8
49.jpg	      0		1931	1448																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			39.4
49.jpg	      0		2008	1510																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			40.3
49.jpg	      0		2058	1763																			Unknown			Open					36.8
49.jpg	      0		2116	1292																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			50.9
49.jpg	      0		1985	1500																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			39.8
49.jpg	      0		2108	306																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			89.4
49.jpg	      0		2150	846																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			68.1
49.jpg	      0		1848	1887																			Unknown			Open					25.5
49.jpg	      0		1678	573																			Open Water			Open					70.7
49.jpg	      0		2061	1484																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			43.1
49.jpg	      0		1657	146																			Open Water			Open					90.3
49.jpg	      0		1808	2205																			Unknown			Open					24.5
49.jpg	      0		1884	3554																			Unknown			Open					77.7
49.jpg	      0		1924	2303																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			31.4
49.jpg	      0		1889	2663																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			40.7
49.jpg	      0		2019	3612																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			82.6
49.jpg	      0		1989	2158																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			32.1
49.jpg	      0		1836	3071																			Unknown			Open					55.6
49.jpg	      0		1848	3444																			Unknown			Open					72.2
49.jpg	      0		2083	3807																			Unknown			Open					92.4
49.jpg	      0		2028	2581																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			42.7
49.jpg	      0		1933	3483																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			75.4
49.jpg	      0		2143	2757																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			52.3
49.jpg	      0		2012	3618																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			82.7
49.jpg	      0		1947	2872																			Sponges	Erect forms		Open		10000912			50.2
49.jpg	      0		1879	3062																			Unknown			Open					56.2
49.jpg	      0		2060	2504																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			41.8
49.jpg	      0		1820	2988																			Unknown			Open					51.7
49.jpg	      0		1843	3220																			Unknown			Open					62.2
49.jpg	      0		1737	3810																			Open Water			Open					87.4
49.jpg	      0		1956	2447																			Octocoral/Black	Branching (3D)		Open		11168902			36.2
50.jpg	      0		753	3498																			Open Water			Open					85.1
50.jpg	      0		960	2368																			Sponges	Hollow forms		Open		10000909			31.1
50.jpg	      0		924	2492																			Sponges	Hollow forms		Open		10000909			37.1
50.jpg	      0		1036	3316																			Sponges	Erect forms		Open		10000912			72.7
50.jpg	      0		925	2022																			Sponges	Erect forms		Open		10000912			21.9
50.jpg	      0		820	2880																			Sponges	Erect forms		Open		10000912			56.0
50.jpg	      0		840	3336																			Sponges	Erect forms		Open		10000912			76.2
50.jpg	      0		764	2429																			Sponges	Hollow forms		Open		10000909			39.6
50.jpg	      0		604	2618																			Open Water			Open					51.7
50.jpg	      0		674	2251																			Sponges	Hollow forms		Open		10000909			37.9
50.jpg	      0		684	2383																			Sponges	Massive forms		Open		10000903			41.1
50.jpg	      0		1053	3226																			Sponges	Erect forms		Open		10000912			68.2
50.jpg	      0		891	2124																			Sponges	Erect forms		Open		10000912			25.6
50.jpg	      0		659	3430																			Open Water			Open					83.7
50.jpg	      0		1058	2687																			Octocoral/Black	Fan (2D)		Open		11168912			42.7
50.jpg	      0		562	2457																			Open Water			Open					48.1
50.jpg	      0		1015	1989																			Sponges	Erect forms		Open		10000912			17.2
50.jpg	      0		945	2610																			Octocoral/Black	Fan (2D)		Open		11168912			41.5
50.jpg	      0		627	3750																			Open Water			Open					98.8
50.jpg	      0		582	3329																			Open Water			Open					80.9
50.jpg	      0		2002	892																			Sponges	Massive forms		Open		10000903			57.4
50.jpg	      0		1731	606																			Octocoral/Black	Fan (2D)		Open		11168912			64.3
50.jpg	      0		1859	1330																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			36.3
50.jpg	      0		1728	1891																			Invertebrate Complex	Complex 1		Open					18.9
50.jpg	      0		1705	1617																			Octocoral/Black	Branching (3D)		Open		11168902			21.3
50.jpg	      0		2151	1234																			Sponges	Massive forms		Open		10000903			50.0
50.jpg	      0		2124	1461																			Invertebrate Complex	Complex 1		Open					42.9
50.jpg	      0		1712	1231																			Unknown			Open					35.8
50.jpg	      0		2019	234																			Sponges	Erect forms		Open		10000912			86.2
50.jpg	      0		1928	1249																			Sponges	Massive forms		Open		10000903			41.5
50.jpg	      0		1805	937																			Octocoral/Black	Fan (2D)		Open		11168912			50.6
50.jpg	      0		2075	944																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			57.4
50.jpg	      0		1756	82																			Open Water			Open					89.4
50.jpg	      0		1691	1847																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			17.0
50.jpg	      0		2053	514																			Sponges	Erect forms		Open		10000912			74.5
50.jpg	      0		1690	354																			Open Water			Open					75.7
50.jpg	      0		1662	673																			Octocoral/Black	Fan (2D)		Open		11168912			60.2
50.jpg	      0		1892	993																			Octocoral/Black	Fan (2D)		Open		11168912			50.3
50.jpg	      0		2032	1148																			Sponges	Massive forms		Open		10000903			48.5
50.jpg	      0		1630	1048																			Unknown			Open					42.2
50.jpg	      0		848	39																			Octocoral/Black	Branching (3D)		Open		11168902			92.4
50.jpg	      0		879	1775																			Invertebrate Complex	Complex 1		Open					23.1
50.jpg	      0		870	707																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			61.1
50.jpg	      0		565	87																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			94.8
50.jpg	      0		922	566																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			66.7
50.jpg	      0		958	1498																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			25.9
50.jpg	      0		964	445																			Octocoral/Black	Branching (3D)		Open		11168902			71.7
50.jpg	      0		877	386																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			75.7
50.jpg	      0		1009	376																			Invertebrate Complex	Complex 1		Open					74.5
50.jpg	      0		904	958																			Invertebrate Complex	Complex 1		Open					49.2
50.jpg	      0		679	837																			Octocoral/Black	Whip		Open		11168917			59.8
50.jpg	      0		579	226																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			88.3
50.jpg	      0		586	1203																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			49.1
50.jpg	      0		670	1349																			Invertebrate Complex	Complex 1		Open					41.4
50.jpg	      0		753	1691																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			30.1
50.jpg	      0		1013	960																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			47.0
50.jpg	      0		759	711																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			63.1
50.jpg	      0		892	269																			Octocoral/Black	Branching (3D)		Open		11168902			81.0
50.jpg	      0		619	1566																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			38.3
50.jpg	      0		568	800																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			64.3
50.jpg	      0		2075	2250																			Open Water			Open					40.5
50.jpg	      0		2060	2005																			Open Water			Open					35.8
50.jpg	      0		1751	3446																			Open Water			Open					80.0
50.jpg	      0		1760	2611																			Open Water			Open					41.9
50.jpg	      0		1811	2665																			Open Water			Open					45.5
50.jpg	      0		1723	2635																			Open Water			Open					42.1
50.jpg	      0		1644	3258																			Open Water			Open					69.9
50.jpg	      0		1713	3054																			Open Water			Open					61.1
50.jpg	      0		1922	2421																			Open Water			Open					39.4
50.jpg	      0		1681	2416																			Open Water			Open					31.7
50.jpg	      0		2149	3741																			Unknown			Open					100.0
50.jpg	      0		2094	2912																			Open Water			Open					63.2
50.jpg	      0		2128	3409																			Sponges	Erect forms		Open		10000912			84.9
50.jpg	      0		2094	3696																			Unknown			Open					96.9
50.jpg	      0		1738	3345																			Open Water			Open					75.1
50.jpg	      0		1921	2566																			Open Water			Open					44.6
50.jpg	      0		1800	1944																			Open Water			Open					22.7
50.jpg	      0		1718	3213																			Open Water			Open					68.6
50.jpg	      0		2083	2258																			Open Water			Open					41.1
50.jpg	      0		2063	3169																			Sponges	Massive forms		Open		10000903			73.0
7.jpg	      0		746	417																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			83.5
7.jpg	      0		818	705																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			69.1
7.jpg	      0		767	1231																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			47.5
7.jpg	      0		957	969																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			54.6
7.jpg	      0		776	1090																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			53.0
7.jpg	      0		598	804																			Open Water			Open					69.5
7.jpg	      0		1030	821																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			60.5
7.jpg	      0		632	1672																			Open Water			Open					38.3
7.jpg	      0		1005	1920																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			16.8
7.jpg	      0		779	285																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			89.0
7.jpg	      0		741	566																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			76.8
7.jpg	      0		996	459																			Invertebrate Complex	Complex 1		Open					78.0
7.jpg	      0		594	782																			Open Water			Open					70.5
7.jpg	      0		1021	1573																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			26.7
7.jpg	      0		570	1237																			Open Water			Open					53.4
7.jpg	      0		1002	1109																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			47.4
7.jpg	      0		674	1302																			Open Water			Open					47.6
7.jpg	      0		978	1738																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			22.2
7.jpg	      0		734	64																			Unknown			Open					100.0
7.jpg	      0		1073	944																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			54.1
7.jpg	      0		903	3157																			Invertebrate Complex	Complex 1		Open					59.4
7.jpg	      0		714	2306																			Unknown			Open					33.3
7.jpg	      0		955	2919																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			47.6
7.jpg	      0		611	3563																			Open Water			Open					83.2
7.jpg	      0		666	2113																			Open Water			Open					32.9
7.jpg	      0		977	3830																			Unknown			Open					90.1
7.jpg	      0		655	3346																			Open Water			Open					72.7
7.jpg	      0		1016	2574																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			31.2
7.jpg	      0		692	2646																			Open Water			Open					43.8
7.jpg	      0		635	3155																			Open Water			Open					65.1
7.jpg	      0		627	3307																			Open Water			Open					71.7
7.jpg	      0		844	3064																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			56.3
7.jpg	      0		748	3420																			Unknown			Open					74.1
7.jpg	      0		680	2763																			Open Water			Open					48.3
7.jpg	      0		1064	3192																			Invertebrate Complex	Complex 1		Open					58.7
7.jpg	      0		1038	3116																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			55.5
7.jpg	      0		1055	3399																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			68.7
7.jpg	      0		1015	3449																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			71.5
7.jpg	      0		669	3650																			Open Water			Open					86.0
7.jpg	      0		1052	3623																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			79.5
7.jpg	      0		1961	518																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			79.6
7.jpg	      0		1715	1106																			Unknown			Open					48.4
7.jpg	      0		1915	1890																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			29.1
7.jpg	      0		1645	1775																			Open Water			Open					19.4
7.jpg	      0		1698	84																			Open Water			Open					96.3
7.jpg	      0		1808	911																			Invertebrate Complex	Complex 1		Open					59.0
7.jpg	      0		1865	651																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			71.8
7.jpg	      0		1823	1056																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			52.9
7.jpg	      0		1784	1367																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			38.8
7.jpg	      0		1929	158																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			95.6
7.jpg	      0		1887	1175																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			49.4
7.jpg	      0		1795	1390																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			38.2
7.jpg	      0		1681	703																			Unknown			Open					66.6
7.jpg	      0		1632	1023																			Open Water			Open					50.9
7.jpg	      0		1828	1149																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			49.0
7.jpg	      0		1658	24																			Open Water			Open					98.8
7.jpg	      0		1787	1555																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			31.8
7.jpg	      0		1779	1325																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			40.4
7.jpg	      0		1737	1047																			Unknown			Open					51.5
7.jpg	      0		1731	1054																			Unknown			Open					51.0
7.jpg	      0		1926	3685																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			86.3
7.jpg	      0		2130	3723																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			91.8
7.jpg	      0		1670	3545																			Open Water			Open					76.3
7.jpg	      0		1917	3540																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			79.5
7.jpg	      0		1746	3347																			Unknown			Open					67.9
7.jpg	      0		1728	3822																			Unknown			Open					90.1
7.jpg	      0		1932	2086																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			29.4
7.jpg	      0		2105	2086																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			37.9
7.jpg	      0		1939	2007																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			29.6
7.jpg	      0		1719	2390																			Open Water			Open					26.1
7.jpg	      0		2084	3438																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			78.4
7.jpg	      0		1836	3759																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			88.4
7.jpg	      0		1927	2625																			Invertebrate Complex	Complex 1		Open					41.4
7.jpg	      0		1878	2309																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			30.1
7.jpg	      0		2146	3668																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			89.8
7.jpg	      0		1731	3295																			Unknown			Open					65.3
7.jpg	      0		2118	2925																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			58.5
7.jpg	      0		1799	1965																			Unknown			Open					22.9
7.jpg	      0		1702	2953																			Open Water			Open					49.0
7.jpg	      0		1865	2227																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			27.9
9.jpg	      0		753	32																			Unknown			Open					100.0
9.jpg	      0		928	1108																			Sponges	Hollow forms		Open		10000909			47.3
9.jpg	      0		910	1562																			Unknown			Open					29.8
9.jpg	      0		974	1861																			Invertebrate Complex	Complex 1		Open					20.0
9.jpg	      0		895	1173																			Octocoral/Black	Branching (3D)		Open		11168902			45.3
9.jpg	      0		1002	833																			Invertebrate Complex	Complex 1		Open					58.5
9.jpg	      0		555	676																			Open Water			Open					75.0
9.jpg	      0		952	1271																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			39.6
9.jpg	      0		857	1905																			Unknown			Open					25.3
9.jpg	      0		1008	1599																			Sponges	Erect forms		Open		10000912			25.1
9.jpg	      0		890	743																			Sponges	Erect forms		Open		10000912			64.6
9.jpg	      0		720	1652																			Sponges	Massive forms		Open		10000903			35.3
9.jpg	      0		920	1499																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			31.6
9.jpg	      0		675	150																			Unknown			Open					95.8
9.jpg	      0		763	367																			Sponges	Massive forms		Open		10000903			84.2
9.jpg	      0		975	1683																			Sponges	Massive forms		Open		10000903			23.6
9.jpg	      0		868	852																			Sponges	Erect forms		Open		10000912			60.0
9.jpg	      0		813	670																			Sponges	Erect forms		Open		10000912			69.4
9.jpg	      0		772	324																			Unknown			Open					86.0
9.jpg	      0		980	857																			Invertebrate Complex	Complex 1		Open					57.7
9.jpg	      0		733	3196																			Octocoral/Black	Whip		Open		11168917			68.9
9.jpg	      0		556	2796																			Open Water			Open					57.7
9.jpg	      0		681	2023																			Unknown			Open					34.0
9.jpg	      0		630	3440																			Unknown			Open					82.0
9.jpg	      0		572	2526																			Open Water			Open					48.4
9.jpg	      0		849	3441																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			77.8
9.jpg	      0		833	2204																			Sponges	Massive forms		Open		10000903			29.1
9.jpg	      0		915	3711																			Unknown			Open					89.7
9.jpg	      0		579	2057																			Open Water			Open					39.3
9.jpg	      0		879	3702																			Octocoral/Black	Branching (3D)		Open		11168902			89.7
9.jpg	      0		602	3103																			Open Water			Open					68.2
9.jpg	      0		862	3081																			Octocoral/Black	Branching (3D)		Open		11168902			61.0
9.jpg	      0		1067	2832																			Unconsolidated	Sand	mud (fine sand)	Open		82001015			45.8
9.jpg	      0		793	2768																			Invertebrate Complex	Complex 1		Open					49.2
9.jpg	      0		817	3119																			Octocoral/Black	Whip		Open		11168917			63.6
9.jpg	      0		754	2052																			Unknown			Open					30.7
